,state,region,id,zip,city,latitude,longitude,type,url,domain,first.type,expense.percent,financial.rating,financial.rating.fye,accountability.rating,accountability.rating.fye,rating,fundraising.expense,admin.expense,contributions,revenue,rating.fye,overhead
4648,NY,new york,org4923.htm,11501,Mineola,40.747188,-73.63808,"Human Services : Food Banks, Food Pantries, and Food Distribution",http://www.islandharvest.org,islandharvest.org,Human Services ,0.02,0.9718,4,1,4,0.98,2,1,26506377,26830286,4,3
4649,NY,new york,org4924.htm,11516,Cedarhurst,40.627386,-73.72852,International : Foreign Charity Support Organizations,http://www.oneisraelfund.org,oneisraelfund.org,International ,0.072,0.9355,4,0.97,4,0.9496,7.2,7.1,2206288,2234801,4,14.3
4650,NY,new york,org4928.htm,11743,Huntington,40.867498,-73.41146,"Animals : Animal Rights, Welfare, and Services",http://www.littleshelter.com/,littleshelter.com,Animals ,0.382,0.5561,1,0.63,1,0.5913,38.2,3,2520585,2791796,1,41.2
4651,NY,new york,org4929.htm,11213,Brooklyn,40.670937,-73.93459,Religion : Religious Activities,http://www.ncfje.org/,ncfje.org,Religion ,0.042,0.7861,2,0.74,2,0.7619,4.2,9.6,3363148,4438572,2,13.8
4652,NY,new york,org4932.htm,11729,Deer Park,40.760698,-73.33007,Community Development : Fundraising,http://www.unitedwayli.org/,unitedwayli.org,Community Development ,0.036,0.7347,2,1,4,0.8124,3.6,6.2,17043705,17288382,3,9.8
4653,NY,new york,org4933.htm,11230,Brooklyn,40.622994,-73.96427,Religion : Religious Activities,http://www.gtoc.org/,gtoc.org,Religion ,0.096,0.6783,1,0.67,1,0.6741,9.6,10.7,1867481,1867495,1,20.3
4654,NY,new york,org4935.htm,10028,New York,40.776777,-73.9541,Education : Private Elementary and Secondary Schools,http://www.brearley.org,brearley.org,Education ,0.03,0.7714,2,0.85,3,0.8066,3,24.4,3868089,35131110,3,27.4
4655,NY,new york,org4936.htm,10027,New York,40.812665,-73.95499,"International : International Peace, Security, and Affairs",http://www.ihouse-nyc.org,ihouse-nyc.org,International ,0.035,0.8267,3,0.85,3,0.8379,3.5,15.8,2153466,18249706,3,19.3
4656,VA,virginia,org4938.htm,22314,Alexandria,38.806163,-77.05139,Education : Other Education Programs and Services,http://www.horatioalger.com/index.cfm,horatioalger.com,Education ,0.009,0.853,3,0.86,3,0.8564,0.9,11.5,16310564,16960682,3,12.4
4657,CT,connecticut,org4939.htm,6901,Stamford,41.051996,-73.53903,Community Development : Housing and Neighborhood Development,http://www.kab.org,kab.org,Community Development ,0.079,0.8131,3,1,4,0.8678,7.9,15.5,7744647,8191364,3,23.4
4658,NY,new york,org4940.htm,10017,New York,40.752159,-73.97231,Religion : Religious Activities,http://www.episcopalfoundation.org,episcopalfoundation.org,Religion ,0.087,0.8992,3,0.97,4,0.9256,8.7,14.7,647528,3317914,4,23.4
4659,NA,NA,org4941.htm,20001,Washington,38.907711,-77.01732,Human and Civil Rights : Advocacy and Education,http://www.immigrationforum.org,immigrationforum.org,Human and Civil Rights ,0.098,0.796,2,0.86,3,0.825,9.8,11,1706876,1894077,3,20.8
4660,NY,new york,org4942.htm,10038,New York,40.709677,-74.00365,Health : Treatment and Prevention Services,http://www.ippfwhr.org,ippfwhr.org,Health ,0.062,0.9644,4,0.96,4,0.9621,6.2,6.5,37395389,37713818,4,12.7
4661,NY,new york,org4943.htm,10036,New York,40.759511,-73.99019,International : Development and Relief Services,https://www.amrefusa.org,amrefusa.org,International ,0.056,0.9399,4,0.96,4,0.9489,5.6,4.4,10234675,10261791,4,10
4662,NY,new york,org4944.htm,10001,New York,40.750742,-73.99653,Health : Medical Research,http://hearinghealthfoundation.org/,hearinghealthfoundation.org,Health ,0.196,0.8976,3,0.97,4,0.9245,19.6,7.6,7668085,7968563,4,27.2
4663,NY,new york,org4945.htm,10022,New York,40.759015,-73.96732,"International : International Peace, Security, and Affairs",http://www.acgusa.org,acgusa.org,International ,0.029,0.9249,4,0.81,3,0.8555,2.9,10.8,1408655,2261710,3,13.7
4664,NY,new york,org4946.htm,11803,Plainview,40.779911,-73.47948,Health : Medical Research,http://www.nationalcancercenter.org/,nationalcancercenter.org,Health ,0.686,0,0,0.82,3,0.2815,68.6,4.4,3364279,3431786,0,73
4665,NY,new york,org4948.htm,10006,New York,40.707904,-74.01342,Health : Medical Research,http://www.damonrunyon.org,damonrunyon.org,Health ,0.105,0.9346,4,1,4,0.9537,10.5,4.8,13150977,20326072,4,15.3
4666,NY,new york,org4951.htm,10023,New York,40.776099,-73.98285,"Arts, Culture, Humanities : Museums",http://www.folkartmuseum.org,folkartmuseum.org,"Arts, Culture, Humanities ",0.092,0.7227,2,0.97,4,0.8027,9.2,18,3319924,4067228,3,27.2
4667,NY,new york,org4952.htm,10606,White Plains,41.024107,-73.77808,Community Development : Fundraising,http://www.uwwp.org/,uwwp.org,Community Development ,0.054,0.8865,3,1,4,0.9197,5.4,7.9,11646227,13204886,4,13.3
4668,NY,new york,org4953.htm,10014,New York,40.734718,-74.00532,"International : International Peace, Security, and Affairs",http://www.cecartslink.org,cecartslink.org,International ,0.086,0.7024,2,0.93,4,0.7838,8.6,9.5,1113836,1122195,2,18.1
4669,NC,north carolina,org4954.htm,28645,Lenoir,35.934783,-81.54476,Religion : Religious Media and Broadcasting,http://www.layman.org,layman.org,Religion ,0.133,0.8438,3,0.82,3,0.8314,13.3,23.7,1839537,1934064,3,37
4670,NY,new york,org4955.htm,10065,New York,40.76,-73.96,"International : International Peace, Security, and Affairs",http://www.americas-society.org,americas-society.org,International ,0.146,0.8702,3,0.89,3,0.8796,14.6,16.1,5460939,7695373,3,30.7
4671,NY,new york,org4956.htm,10118,New York,40.748998,-73.986467,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation",http://wmf.org,wmf.org,"Arts, Culture, Humanities ",0.084,0.8177,3,0.97,4,0.8693,8.4,6,15191977,16808805,3,14.4
4672,NY,new york,org4957.htm,10001,New York,40.750742,-73.99653,"International : International Peace, Security, and Affairs",http://www.givathaviva.org,givathaviva.org,International ,0.073,0.6675,1,0.62,1,0.6429,7.3,25,359647,363807,1,32.3
4673,NY,new york,org4958.htm,10013,New York,40.720666,-74.00526,Community Development : Housing and Neighborhood Development,http://www.fcny.org/,fcny.org,Community Development ,0.007,0.97,4,0.93,4,0.9461,0.7,4.1,56528860,59879725,4,4.8
4674,NY,new york,org4960.htm,10006,New York,40.707904,-74.01342,Religion : Religious Activities,http://www.healthcarechaplaincy.org,healthcarechaplaincy.org,Religion ,0.075,0.7261,2,0.89,3,0.7912,7.5,27.6,2958325,5843007,2,35.1
4675,NY,new york,org4961.htm,10001,New York,40.750742,-73.99653,International : Foreign Charity Support Organizations,http://www.emunah.org,emunah.org,International ,0.089,0.6579,1,0.89,3,0.7459,8.9,8.1,3237748,6082411,2,17
4676,NY,new york,org4963.htm,10027,New York,40.812665,-73.95499,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.halehouse.org,halehouse.org,Human Services ,0.116,0.5597,1,0.67,1,0.6109,11.6,15.5,1015066,1594381,1,27.1
4677,NY,new york,org4964.htm,10024,New York,40.786387,-73.97709,"Arts, Culture, Humanities : Museums",http://www.cmom.org,cmom.org,"Arts, Culture, Humanities ",0.067,0.8868,3,0.89,3,0.8883,6.7,20,3990326,5017545,3,26.7
4678,NY,new york,org4966.htm,10036,New York,40.759511,-73.99019,"International : International Peace, Security, and Affairs",http://www.frenchamerican.org,frenchamerican.org,International ,0.204,0.6321,1,0.89,3,0.7284,20.4,23.1,1349178,1366947,2,43.5
4679,NY,new york,org4968.htm,10018,New York,40.755101,-73.99337,Religion : Religious Activities,http://www.njop.org,njop.org,Religion ,0.098,0.7382,2,0.78,2,0.7581,9.8,15,1539421,1550962,2,24.8
4680,NY,new york,org4969.htm,10001,New York,40.750742,-73.99653,International : Foreign Charity Support Organizations,http://www.isef.org,isef.org,International ,0.129,0.7929,2,0.96,4,0.8508,12.9,12.8,2978605,3173855,3,25.7
4681,NY,new york,org4970.htm,10021,New York,40.76842,-73.96045,Health : Patient and Family Support,http://www.rmdh.org,rmdh.org,Health ,0.288,0.7626,2,1,4,0.8321,28.8,10.5,13290184,15000111,3,39.3
4682,NY,new york,org4971.htm,10019,New York,40.765714,-73.9856,Education : Other Education Programs and Services,http://www.studioinaschool.org,studioinaschool.org,Education ,0.057,0.9445,4,0.85,3,0.8869,5.7,14.3,4648215,5677196,3,20
4683,NY,new york,org4973.htm,10018,New York,40.755101,-73.99337,Health : Medical Research,http://www.afar.org,afar.org,Health ,0.034,0.9239,4,0.97,4,0.9421,3.4,4.9,12274330,12469952,4,8.3
4684,NA,NA,org4974.htm,20005,Washington,38.904461,-77.03088,Research and Public Policy : Social and Public Policy Research,http://www.wec.org,wec.org,Research and Public Policy ,0.061,0.7775,2,0.97,4,0.8412,6.1,32.9,1237796,1325913,3,39
4685,NJ,new jersey,org4975.htm,10004,New York,40.699226,-74.04118,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation",http://www.ellisisland.org/,ellisisland.org,"Arts, Culture, Humanities ",0.045,0.9261,4,0.9,4,0.912,4.5,12.6,1371697,9085097,4,17.1
4686,NY,new york,org4976.htm,10115,New York,40.810906,-73.96375,Religion : Religious Activities,http://www.masorti.org,masorti.org,Religion ,0.063,0.8141,3,0.84,3,0.8265,6.3,10.5,2096714,2199238,3,16.8
4687,NY,new york,org4977.htm,10018,New York,40.755101,-73.99337,Religion : Religious Activities,http://www.nacoej.org/,nacoej.org,Religion ,0.127,0.6771,1,0.93,4,0.7663,12.7,5.4,2238457,2310029,2,18.1
4688,NY,new york,org4978.htm,10017,New York,40.752159,-73.97231,"International : International Peace, Security, and Affairs",http://www.pci-mediaimpact.org/,pci-mediaimpact.org,International ,0.105,0.8805,3,1,4,0.9155,10.5,8.8,1830201,1892156,4,19.3
4689,NY,new york,org4979.htm,10001,New York,40.750742,-73.99653,"International : International Peace, Security, and Affairs",http://www.madre.org,madre.org,International ,0.127,0.8032,3,0.97,4,0.8592,12.7,5.2,1846970,1960865,3,17.9
4690,NY,new york,org4980.htm,10279,New York,40.713062,-74.00857,Environment : Environmental Protection and Conservation,http://www.rainforest-alliance.org,rainforest-alliance.org,Environment ,0.077,0.8906,3,0.97,4,0.9197,7.7,1.5,25615599,46057689,4,9.2
4691,CA,california,org4982.htm,90027,Los Angeles,34.111208,-118.28842,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.covenanthousecalifornia.org,covenanthousecalifornia.org,Human Services ,0.018,0.8452,3,1,4,0.8905,1.8,3.2,8887367,9335448,3,5
4692,NY,new york,org4983.htm,10017,New York,40.752159,-73.97231,Education : Other Education Programs and Services,http://www.sspnyc.org,sspnyc.org,Education ,0.055,0.7869,2,0.85,3,0.8157,5.5,7.4,5746348,7022613,3,12.9
4693,CA,california,org4985.htm,91423,Sherman Oaks,34.153628,-118.43222,International : Foreign Charity Support Organizations,http://www.oasisofpeace.org,oasisofpeace.org,International ,0.084,0.8348,3,1,4,0.8831,8.4,6.7,463516,709883,3,15.1
4694,NY,new york,org4987.htm,10018,New York,40.755101,-73.99337,Education : Other Education Programs and Services,http://naf.org,naf.org,Education ,0.086,0.882,3,0.96,4,0.9118,8.6,14,19649773,22322955,4,22.6
4695,NA,NA,org4989.htm,20037,Washington,38.900394,-77.05126,"International : International Peace, Security, and Affairs",http://peacenow.org/,peacenow.org,International ,0.086,0.7555,2,0.96,4,0.8248,8.6,12.8,1838832,1839184,3,21.4
4696,NY,new york,org4991.htm,10016,New York,40.74618,-73.97759,Health : Medical Research,http://www.adarc.org,adarc.org,Health ,0.008,0.7572,2,1,4,0.8283,0.8,16.8,14467411,16300935,3,17.6
4697,NY,new york,org4992.htm,10018,New York,40.755101,-73.99337,Education : Other Education Programs and Services,http://www.teachforamerica.org,teachforamerica.org,Education ,0.1,0.9216,4,1,4,0.9445,10,7.6,276189772,306840786,4,17.6
4698,NY,new york,org4993.htm,10024,New York,40.786387,-73.97709,Religion : Religious Activities,http://www.aishcenter.com/,aishcenter.com,Religion ,0.049,0.7493,2,0.89,3,0.8064,4.9,6.4,4691507,5663847,3,11.3
4699,NY,new york,org4995.htm,10065,New York,40.76,-73.96,"Environment : Botanical Gardens, Parks, and Nature Centers",http://www.cityparksfoundation.org/,cityparksfoundation.org,Environment ,0.064,0.8507,3,1,4,0.8944,6.4,6.4,11633158,16471122,3,12.8
4700,NY,new york,org4997.htm,10005,New York,40.706019,-74.00858,Community Development : Fundraising,http://www.hispanicfederation.org,hispanicfederation.org,Community Development ,0.08,0.9563,4,1,4,0.969,8,8,5546016,5486305,4,16
4701,NY,new york,org4998.htm,10016,New York,40.74618,-73.97759,International : Foreign Charity Support Organizations,http://www.shalva.org/page.asp?id=2187,shalva.org,International ,0.036,0.7685,2,0.93,4,0.8289,3.6,8.4,5842723,5458568,3,12
4702,NY,new york,org5001.htm,10022,New York,40.759015,-73.96732,Health : Medical Research,http://www.bcrfcure.org,bcrfcure.org,Health ,0.062,0.9661,4,1,4,0.976,6.2,2.5,71347340,71825100,4,8.7
4703,NY,new york,org5003.htm,10960,Nyack,41.089746,-73.9258,"International : International Peace, Security, and Affairs",http://www.forusa.org,forusa.org,International ,0.208,0.6371,1,0.78,2,0.6999,20.8,19.6,1107371,1328215,1,40.4
4704,NY,new york,org5004.htm,10001,New York,40.750742,-73.99653,Religion : Religious Activities,http://www.jfr.org,jfr.org,Religion ,0.188,0.7715,2,0.92,4,0.8288,18.8,5.5,3025244,3875366,3,24.3
4705,NC,north carolina,org5005.htm,27617,Raleigh,35.906016,-78.743197,"Animals : Animal Rights, Welfare, and Services",http://www.akcchf.org,akcchf.org,Animals ,0.087,0.8691,3,1,4,0.9074,8.7,11.2,2936805,3167320,4,19.9
4706,NY,new york,org5006.htm,10017,New York,40.752159,-73.97231,"International : International Peace, Security, and Affairs",http://www.wfm-igp.org,wfm-igp.org,International ,0.066,0.6862,1,0.97,4,0.777,6.6,10,2027845,2031337,2,16.6
4707,NY,new york,org5007.htm,10013,New York,40.720666,-74.00526,Human and Civil Rights : Advocacy and Education,http://www.brennancenter.org,brennancenter.org,Human and Civil Rights ,0.067,0.9275,4,0.93,4,0.9287,6.7,15.7,9507981,9471825,4,22.4
4708,NY,new york,org5008.htm,10018,New York,40.755101,-73.99337,Community Development : Community Foundations,http://www.fjc.org/,fjc.org,Community Development ,0.002,0.9841,4,1,4,0.9887,0.2,1.8,32417092,44924788,4,2
4709,MA,massachusetts,org5009.htm,2575,West Tisbury,41.378807,-70.66376,"Environment : Botanical Gardens, Parks, and Nature Centers",http://www.pollyhillarboretum.org,pollyhillarboretum.org,Environment ,0.089,0.7382,2,0.89,3,0.7992,8.9,23.9,548702,792950,2,32.8
4710,NY,new york,org5013.htm,10038,New York,40.709677,-74.00365,Education : Other Education Programs and Services,http://www.ortamerica.org,ortamerica.org,Education ,0.186,0.6146,1,0.74,2,0.6712,18.6,16.6,16115923,16485924,1,35.2
4711,NY,new york,org5014.htm,10009,New York,40.727093,-73.97864,"Human Services : Youth Development, Shelter, and Crisis Services",http://www.bcny.org/,bcny.org,Human Services ,0.084,0.8748,3,1,4,0.9114,8.4,10.6,6286227,12827445,4,19
4712,NY,new york,org5015.htm,10013,New York,40.720666,-74.00526,Human Services : Homeless Services,http://www.nycrescue.org,nycrescue.org,Human Services ,0.357,0.8043,3,1,4,0.8616,35.7,9.9,7829234,8072368,3,45.6
4713,NY,new york,org5018.htm,12812,Blue Mountain Lake,43.865351,-74.43366,"Arts, Culture, Humanities : Museums",http://www.adkmuseum.org,adkmuseum.org,"Arts, Culture, Humanities ",0.063,0.7807,2,0.82,3,0.7993,6.3,11.2,1268382,4354808,2,17.5
4714,NY,new york,org5019.htm,10001,New York,40.750742,-73.99653,"Health : Diseases, Disorders, and Disciplines",http://www.hemophilia.org,hemophilia.org,Health ,0.059,0.9485,4,1,4,0.9635,5.9,12.8,12859589,14150537,4,18.7
4715,NY,new york,org5020.htm,10536,Katonah,41.265478,-73.68512,"Arts, Culture, Humanities : Performing Arts",http://www.caramoor.org/,caramoor.org,"Arts, Culture, Humanities ",0.109,0.8389,3,0.93,4,0.8757,10.9,13.9,4303556,5424225,3,24.8
4716,NY,new york,org5021.htm,10018,New York,40.755101,-73.99337,International : Foreign Charity Support Organizations,http://www.acsz.org,acsz.org,International ,0.125,0.7111,2,0.89,3,0.7814,12.5,5.4,15781426,16326316,2,17.9
4717,NY,new york,org5022.htm,10168,New York,40.751933,-73.976794,International : Foreign Charity Support Organizations,http://www.alynus.org/,alynus.org,International ,0.166,0.7345,2,1,4,0.8122,16.6,6.8,2498311,2694198,3,23.4
4718,NY,new york,org5024.htm,10471,Bronx,40.900819,-73.90347,"Environment : Botanical Gardens, Parks, and Nature Centers",http://www.wavehill.org,wavehill.org,Environment ,0.074,0.7078,2,0.97,4,0.7922,7.4,20.2,3369209,5067450,2,27.6
4719,MA,massachusetts,org5026.htm,1002,Amherst,42.377651,-72.50323,Environment : Environmental Protection and Conservation,http://www.nrpe.org,nrpe.org,Environment ,0.058,0.5992,1,0.89,3,0.7061,5.8,19,472052,483215,2,24.8
4720,NY,new york,org5032.htm,13202,Syracuse,43.045066,-76.14994,Community Development : Community Foundations,http://www.cnycf.org,cnycf.org,Community Development ,0.073,0.9619,4,0.96,4,0.9609,7.3,5.7,12097440,14974939,4,13
4721,NY,new york,org5033.htm,14150,Tonawanda,43.001907,-78.8631,"Animals : Animal Rights, Welfare, and Services",http://YourSPCA.org,yourspca.org,Animals ,0.102,0.9315,4,0.93,4,0.9307,10.2,8.2,5815485,7359243,4,18.4
4722,NY,new york,org5034.htm,14209,Buffalo,42.913257,-78.86612,Community Development : Fundraising,http://www.uwbec.org/,uwbec.org,Community Development ,0.1,0.8692,3,0.93,4,0.895,10,2.5,16061982,16139397,3,12.5
4723,NY,new york,org5035.htm,14607,Rochester,43.149863,-77.58962,"Arts, Culture, Humanities : Museums",http://www.eastmanhouse.org/,eastmanhouse.org,"Arts, Culture, Humanities ",0.072,0.7139,2,0.82,3,0.7609,7.2,16.4,3065049,6254686,2,23.6
4724,NY,new york,org5036.htm,14202,Buffalo,42.886357,-78.8779,"Arts, Culture, Humanities : Performing Arts",http://www.bpo.org,bpo.org,"Arts, Culture, Humanities ",0.032,0.8187,3,0.88,3,0.8462,3.2,12,7324221,11453295,3,15.2
4725,NY,new york,org5038.htm,14240,Buffalo,42.768413,-78.887094,"Arts, Culture, Humanities : Public Broadcasting and Media",http://www.wned.org,wned.org,"Arts, Culture, Humanities ",0.288,0.656,1,0.93,4,0.7517,28.8,11.7,14288981,15672345,2,40.5
4726,NY,new york,org5039.htm,14603,Rochester,43.161613,-77.606774,"Arts, Culture, Humanities : Public Broadcasting and Media",http://interactive.wxxi.org/,interactive.wxxi.org,"Arts, Culture, Humanities ",0.159,0.8047,3,0.97,4,0.8602,15.9,12.6,9994810,11616590,3,28.5
4727,NY,new york,org5040.htm,13204,Syracuse,43.048966,-76.17536,"Arts, Culture, Humanities : Public Broadcasting and Media",http://www.wcny.org,wcny.org,"Arts, Culture, Humanities ",0.149,0.7196,2,0.82,3,0.7643,14.9,15.4,4674196,6994442,2,30.3
4728,NY,new york,org5041.htm,14621,Rochester,43.185163,-77.60368,Animals : Zoos and Aquariums,http://www.senecaparkzoo.org/,senecaparkzoo.org,Animals ,0.025,0.8511,3,0.93,4,0.8836,2.5,21.3,715676,5486408,3,23.8
4729,NY,new york,org5043.htm,14240,Buffalo,42.768413,-78.887094,Community Development : Fundraising,https://www.roswellpark.org/giving/about-foundation,roswellpark.org,Community Development ,0.239,0.8173,3,1,4,0.8708,23.9,7.9,18577768,20079358,3,31.8
4730,NY,new york,org5044.htm,14301,Niagara Falls,43.096555,-79.03925,Animals : Zoos and Aquariums,http://www.aquariumofniagara.org/,aquariumofniagara.org,Animals ,0.041,0.9309,4,0.73,2,0.8029,4.1,14.7,1712967,1873899,3,18.8
